type;price;bedroomCount;sqmeter2;district
APARTMENT;695000;4;168.0;Brussels
APARTMENT;99000;1;28.0;Brussels
APARTMENT;375000;1;67.0;Brussels
APARTMENT;545000;2;117.0;Brussels
APARTMENT;625000;3;113.0;Brussels
APARTMENT;190000;1;80.0;Brussels
APARTMENT;205000;1;56.0;Brussels
HOUSE;1490000;4;300.0;Brussels
APARTMENT;600000;3;160.0;Brussels
APARTMENT;289500;2;87.0;Brussels
APARTMENT;590000;3;144.0;Brussels
APARTMENT;150000;1;60.0;Brussels
APARTMENT;150000;1;60.0;Brussels
APARTMENT;171717;2;76.0;Brussels
APARTMENT;190000;1;53.0;Brussels
APARTMENT;235000;1;55.0;Brussels
APARTMENT;255000;2;75.0;Brussels
APARTMENT;275000;2;100.0;Brussels
APARTMENT;349000;2;95.0;Brussels
APARTMENT;355000;3;155.0;Brussels
APARTMENT;365000;2;165.0;Brussels
APARTMENT;385000;1;60.0;Brussels
APARTMENT;395000;2;131.0;Brussels
APARTMENT;449000;2;136.0;Brussels
APARTMENT;895000;3;150.0;Brussels
APARTMENT;999000;3;330.0;Brussels
APARTMENT;999000;3;330.0;Brussels
HOUSE;800000;10;450.0;Brussels
HOUSE;875000;3;300.0;Brussels
HOUSE;875000;3;300.0;Brussels
HOUSE;875000;3;300.0;Brussels
APARTMENT;319000;2;89.0;Brussels
APARTMENT;350000;2;;Brussels
APARTMENT;350000;2;;Brussels
APARTMENT;280000;1;66.0;Brussels
APARTMENT;215000;1;55.0;Brussels
APARTMENT;235000;1;72.0;Brussels
APARTMENT;685000;2;181.0;Brussels
APARTMENT;290000;1;67.0;Brussels
APARTMENT;432000;2;107.0;Brussels
APARTMENT;444000;2;104.0;Brussels
APARTMENT;390000;2;74.0;Brussels
APARTMENT;900000;3;;Brussels
APARTMENT;250000;1;70.0;Brussels
HOUSE;425000;5;224.0;Brussels
HOUSE;440000;3;140.0;Brussels
HOUSE;499000;4;185.0;Brussels
HOUSE;499000;5;221.0;Brussels
HOUSE;525000;4;320.0;Brussels
HOUSE;570000;2;176.0;Brussels
HOUSE;695000;5;256.0;Brussels
HOUSE;695000;5;256.0;Brussels
HOUSE;695000;3;150.0;Brussels
HOUSE;1030000;4;327.0;Brussels
HOUSE;1395000;5;350.0;Brussels
HOUSE;1550000;5;390.0;Brussels
HOUSE;379000;3;105.0;Brussels
APARTMENT;495000;2;103.0;Brussels
APARTMENT;795000;3;200.0;Brussels
HOUSE;329000;2;105.0;Brussels
HOUSE;635000;6;233.0;Brussels
APARTMENT;315000;2;96.0;Brussels
APARTMENT;349000;2;110.0;Brussels
APARTMENT;349000;2;110.0;Brussels
HOUSE;649000;5;211.0;Brussels
HOUSE;995000;5;400.0;Brussels
APARTMENT;332500;2;80.0;Brussels
APARTMENT;445000;1;65.0;Brussels
APARTMENT;347000;2;114.0;Brussels
APARTMENT;350000;2;101.0;Brussels
APARTMENT;370000;2;96.0;Brussels
APARTMENT;410000;3;133.0;Brussels
APARTMENT;315000;2;97.0;Brussels
HOUSE;820000;5;175.0;Brussels
APARTMENT;195000;1;51.0;Brussels
APARTMENT;225000;0;50.0;Brussels
APARTMENT;275000;1;100.0;Brussels
APARTMENT;150000;1;17.0;Brussels
APARTMENT;175000;2;65.0;Brussels
APARTMENT;210000;0;40.0;Brussels
APARTMENT;215000;2;75.0;Brussels
APARTMENT;230000;0;57.0;Brussels
APARTMENT;245000;1;44.0;Brussels
APARTMENT;249500;2;90.0;Brussels
APARTMENT;280000;2;99.0;Brussels
APARTMENT;280000;2;95.0;Brussels
APARTMENT;289000;1;92.0;Brussels
APARTMENT;297000;3;90.0;Brussels
APARTMENT;305000;2;91.0;Brussels
APARTMENT;350000;2;100.0;Brussels
APARTMENT;355000;2;90.0;Brussels
APARTMENT;375000;2;93.0;Brussels
APARTMENT;415000;2;104.0;Brussels
APARTMENT;635000;2;115.0;Brussels
APARTMENT;775000;3;157.0;Brussels
APARTMENT;795000;3;218.0;Brussels
APARTMENT;925000;4;197.0;Brussels
APARTMENT;1350000;4;291.0;Brussels
APARTMENT;340000;2;81.0;Brussels
APARTMENT;355000;4;130.0;Brussels
APARTMENT;255000;1;60.0;Brussels
APARTMENT;347000;2;95.0;Brussels
APARTMENT;385000;3;120.0;Brussels
APARTMENT;450000;2;100.0;Brussels
APARTMENT;450000;2;100.0;Brussels
APARTMENT;595000;3;170.0;Brussels
APARTMENT;350000;2;100.0;Brussels
APARTMENT;1075000;3;220.0;Brussels
HOUSE;1030000;5;350.0;Brussels
APARTMENT;229000;2;94.0;Brussels
APARTMENT;229000;2;94.0;Brussels
APARTMENT;380000;2;106.0;Brussels
APARTMENT;420000;2;88.0;Brussels
APARTMENT;545000;2;160.0;Brussels
HOUSE;430000;2;280.0;Brussels
HOUSE;435000;3;143.0;Brussels
HOUSE;459000;3;178.0;Brussels
HOUSE;459000;3;178.0;Brussels
HOUSE;595000;4;243.0;Brussels
HOUSE;720000;3;173.0;Brussels
HOUSE;799000;5;280.0;Brussels
HOUSE;800000;7;430.0;Brussels
HOUSE;1250000;3;317.0;Brussels
HOUSE;1250000;3;317.0;Brussels
APARTMENT;269000;1;72.0;Brussels
APARTMENT;280000;1;85.0;Brussels
APARTMENT;420000;2;119.0;Brussels
APARTMENT;199000;1;81.0;Brussels
APARTMENT;285000;2;87.0;Brussels
APARTMENT;285000;2;87.0;Brussels
HOUSE;379000;3;165.0;Brussels
HOUSE;1090000;4;326.0;Brussels
APARTMENT;375000;1;80.0;Brussels
HOUSE;1295000;4;285.0;Brussels
HOUSE;1700000;7;322.0;Brussels
APARTMENT;315000;2;102.0;Brussels
APARTMENT;385000;2;75.0;Brussels
APARTMENT;296000;2;70.0;Brussels
APARTMENT;375000;3;147.0;Brussels
HOUSE;445000;4;166.0;Brussels
HOUSE;825000;4;180.0;Brussels
APARTMENT;985000;3;214.0;Brussels
HOUSE;1150000;6;450.0;Brussels
APARTMENT;205000;1;55.0;Brussels
APARTMENT;258000;1;57.0;Brussels
APARTMENT;320000;2;97.0;Brussels
HOUSE;1800000;5;450.0;Brussels
APARTMENT;399000;3;104.0;Brussels
APARTMENT;595000;2;128.0;Brussels
APARTMENT;595000;2;170.0;Brussels
APARTMENT;750000;3;230.0;Brussels
APARTMENT;289000;2;81.0;Brussels
APARTMENT;395000;2;100.0;Brussels
HOUSE;795000;4;186.0;Brussels
APARTMENT;635000;3;175.0;Brussels
APARTMENT;189000;2;75.0;Brussels
APARTMENT;195000;1;41.0;Brussels
APARTMENT;225000;0;51.0;Brussels
APARTMENT;225000;2;73.0;Brussels
APARTMENT;275000;1;73.0;Brussels
APARTMENT;299000;2;75.0;Brussels
APARTMENT;349000;2;190.0;Brussels
APARTMENT;349000;2;95.0;Brussels
APARTMENT;359000;2;115.0;Brussels
APARTMENT;360000;1;56.0;Brussels
APARTMENT;425000;2;78.0;Brussels
APARTMENT;425000;2;75.0;Brussels
APARTMENT;425000;2;93.0;Brussels
APARTMENT;475000;3;153.0;Brussels
APARTMENT;495000;2;137.0;Brussels
APARTMENT;500000;3;175.0;Brussels
APARTMENT;555000;3;175.0;Brussels
APARTMENT;555000;3;175.0;Brussels
APARTMENT;555000;3;175.0;Brussels
APARTMENT;635000;3;160.0;Brussels
APARTMENT;670000;3;160.0;Brussels
APARTMENT;680000;3;208.0;Brussels
APARTMENT;680000;3;208.0;Brussels
APARTMENT;850000;1;95.0;Brussels
APARTMENT;1390000;4;260.0;Brussels
APARTMENT;249000;2;87.0;Brussels
APARTMENT;624000;3;172.0;Brussels
APARTMENT;210000;1;62.0;Brussels
APARTMENT;170000;1;65.0;Brussels
APARTMENT;269000;3;112.0;Brussels
APARTMENT;345000;2;95.0;Brussels
HOUSE;550000;3;129.0;Brussels
HOUSE;627000;5;190.0;Brussels
HOUSE;775000;4;200.0;Brussels
HOUSE;1195000;4;403.0;Brussels
HOUSE;1495000;5;300.0;Brussels
HOUSE;1495000;5;300.0;Brussels
HOUSE;1495000;5;300.0;Brussels
HOUSE;2950000;5;530.0;Brussels
APARTMENT;395000;2;107.0;Brussels
APARTMENT;345000;3;110.0;Brussels
APARTMENT;545000;4;140.0;Brussels
HOUSE;360000;7;252.0;Brussels
HOUSE;399000;4;209.0;Brussels
HOUSE;399000;3;275.0;Brussels
HOUSE;599000;4;200.0;Brussels
HOUSE;635000;3;200.0;Brussels
HOUSE;700000;5;210.0;Brussels
HOUSE;750000;4;227.0;Brussels
HOUSE;950000;6;325.0;Brussels
HOUSE;1290000;4;700.0;Brussels
HOUSE;1299000;8;550.0;Brussels
HOUSE;1299000;8;550.0;Brussels
HOUSE;1500000;6;345.0;Brussels
HOUSE;1500000;6;345.0;Brussels
HOUSE;1860000;5;300.0;Brussels
APARTMENT;270000;0;54.0;Brussels
APARTMENT;345000;1;70.0;Brussels
APARTMENT;370000;2;100.0;Brussels
APARTMENT;935000;3;180.0;Brussels
APARTMENT;935000;3;180.0;Brussels
APARTMENT;935000;3;180.0;Brussels
APARTMENT;445000;1;95.0;Brussels
APARTMENT;915000;3;180.0;Brussels
APARTMENT;415000;2;104.0;Brussels
APARTMENT;649000;3;172.0;Brussels
HOUSE;950000;4;168.0;Brussels
APARTMENT;790000;3;176.0;Brussels
APARTMENT;395000;1;58.0;Brussels
HOUSE;640000;5;285.0;Brussels
HOUSE;2190000;6;636.0;Brussels
APARTMENT;290000;3;105.0;Brussels
APARTMENT;245000;2;90.0;Brussels
APARTMENT;240000;1;81.0;Brussels
APARTMENT;385000;3;150.0;Brussels
APARTMENT;675000;3;141.0;Brussels
APARTMENT;675000;3;141.0;Brussels
APARTMENT;245000;1;83.0;Brussels
APARTMENT;575000;3;155.0;Brussels
APARTMENT;780000;4;145.0;Brussels
APARTMENT;1500000;3;534.0;Brussels
APARTMENT;250000;2;106.0;Brussels
APARTMENT;295000;1;85.0;Brussels
APARTMENT;385000;2;94.0;Brussels
APARTMENT;385000;2;94.0;Brussels
APARTMENT;825000;4;340.0;Brussels
HOUSE;430000;3;230.0;Brussels
HOUSE;735000;5;302.0;Brussels
HOUSE;870000;5;300.0;Brussels
APARTMENT;210000;2;75.0;Brussels
APARTMENT;135000;1;40.0;Brussels
APARTMENT;135000;1;40.0;Brussels
APARTMENT;184000;2;71.0;Brussels
APARTMENT;230000;2;85.0;Brussels
APARTMENT;239000;1;55.0;Brussels
APARTMENT;239000;2;84.0;Brussels
APARTMENT;259000;2;88.0;Brussels
APARTMENT;279000;3;;Brussels
APARTMENT;280000;2;93.0;Brussels
APARTMENT;295000;1;55.0;Brussels
APARTMENT;295000;1;55.0;Brussels
APARTMENT;295000;2;103.0;Brussels
APARTMENT;325000;1;85.0;Brussels
APARTMENT;330000;1;55.0;Brussels
APARTMENT;395000;2;85.0;Brussels
APARTMENT;645000;3;175.0;Brussels
HOUSE;718000;4;348.0;Brussels
HOUSE;1050000;5;336.0;Brussels
APARTMENT;175000;0;39.0;Brussels
HOUSE;479000;4;194.0;Brussels
HOUSE;525000;3;172.0;Brussels
HOUSE;650000;4;192.0;Brussels
HOUSE;659000;4;236.0;Brussels
HOUSE;730000;4;210.0;Brussels
HOUSE;795000;4;220.0;Brussels
HOUSE;945000;5;280.0;Brussels
HOUSE;965000;5;200.0;Brussels
HOUSE;1195000;5;350.0;Brussels
HOUSE;1275000;5;320.0;Brussels
HOUSE;1295000;4;270.0;Brussels
HOUSE;2495000;5;420.0;Brussels
APARTMENT;425000;2;86.0;Brussels
APARTMENT;255000;1;67.0;Brussels
APARTMENT;260000;2;90.0;Brussels
APARTMENT;370000;2;99.0;Brussels
APARTMENT;389000;1;63.0;Brussels
APARTMENT;485000;3;151.0;Brussels
HOUSE;695000;4;257.0;Brussels
APARTMENT;370000;1;88.0;Brussels
APARTMENT;1150000;3;163.0;Brussels
APARTMENT;415000;3;154.0;Brussels
HOUSE;720000;3;220.0;Brussels
APARTMENT;200000;0;35.0;Brussels
APARTMENT;224000;1;63.0;Brussels
APARTMENT;250000;2;75.0;Brussels
APARTMENT;295000;2;75.0;Brussels
APARTMENT;795000;3;190.0;Brussels
APARTMENT;245000;1;55.0;Brussels
HOUSE;865000;6;220.0;Brussels
HOUSE;395000;3;115.0;Brussels
HOUSE;1300000;6;365.0;Brussels
APARTMENT;290000;3;98.0;Brussels
APARTMENT;249000;1;61.0;Brussels
HOUSE;2395000;3;375.0;Brussels
APARTMENT;360000;3;160.0;Brussels
APARTMENT;595000;3;180.0;Brussels
APARTMENT;625000;3;172.0;Brussels
APARTMENT;810000;3;161.0;Brussels
APARTMENT;240000;2;96.0;Brussels
HOUSE;1860000;5;300.0;Brussels
APARTMENT;299000;3;90.0;Brussels
APARTMENT;495000;2;109.0;Brussels
APARTMENT;795000;3;190.0;Brussels
APARTMENT;300000;1;74.0;Brussels
HOUSE;425000;3;126.0;Brussels
APARTMENT;339000;2;93.0;Brussels
APARTMENT;355000;2;95.0;Brussels
APARTMENT;154000;1;46.0;Brussels
APARTMENT;165000;1;70.0;Brussels
APARTMENT;169000;1;55.0;Brussels
APARTMENT;195000;1;43.0;Brussels
APARTMENT;199000;1;55.0;Brussels
APARTMENT;215000;1;53.0;Brussels
APARTMENT;220000;2;100.0;Brussels
APARTMENT;225000;2;83.0;Brussels
APARTMENT;235000;0;59.0;Brussels
APARTMENT;249000;1;81.0;Brussels
APARTMENT;279000;1;72.0;Brussels
APARTMENT;280000;2;87.0;Brussels
APARTMENT;285000;2;97.0;Brussels
APARTMENT;295000;1;78.0;Brussels
APARTMENT;315000;2;85.0;Brussels
APARTMENT;350000;2;110.0;Brussels
APARTMENT;390000;2;107.0;Brussels
APARTMENT;395000;4;179.0;Brussels
APARTMENT;395000;4;179.0;Brussels
APARTMENT;445000;2;95.0;Brussels
APARTMENT;549000;3;165.0;Brussels
APARTMENT;635000;2;141.0;Brussels
APARTMENT;850000;3;238.0;Brussels
HOUSE;895000;4;237.0;Brussels
HOUSE;995000;5;320.0;Brussels
APARTMENT;999000;3;366.0;Brussels
APARTMENT;1075000;3;220.0;Brussels
APARTMENT;1455000;3;279.0;Brussels
APARTMENT;2395000;3;375.0;Brussels
APARTMENT;2395000;3;375.0;Brussels
HOUSE;1135000;5;304.0;Brussels
HOUSE;1985000;5;440.0;Brussels
APARTMENT;424000;2;102.0;Brussels
HOUSE;400000;3;150.0;Brussels
HOUSE;420000;5;200.0;Brussels
HOUSE;449000;3;124.0;Brussels
HOUSE;479000;4;210.0;Brussels
HOUSE;560000;5;259.0;Brussels
HOUSE;590000;3;130.0;Brussels
HOUSE;590000;3;140.0;Brussels
HOUSE;595000;4;252.0;Brussels
HOUSE;595000;5;192.0;Brussels
HOUSE;625000;5;180.0;Brussels
HOUSE;649000;4;240.0;Brussels
HOUSE;690000;4;203.0;Brussels
HOUSE;749000;5;229.0;Brussels
HOUSE;795000;5;320.0;Brussels
HOUSE;795000;5;320.0;Brussels
HOUSE;845000;4;180.0;Brussels
HOUSE;900000;9;270.0;Brussels
HOUSE;1095000;4;234.0;Brussels
HOUSE;1250000;5;393.0;Brussels
HOUSE;1550000;8;580.0;Brussels
HOUSE;1770000;8;650.0;Brussels
HOUSE;2645000;4;486.0;Brussels
APARTMENT;299000;2;87.0;Brussels
APARTMENT;299000;2;87.0;Brussels
APARTMENT;359000;3;124.0;Brussels
APARTMENT;595000;3;133.0;Brussels
APARTMENT;195000;2;70.0;Brussels
APARTMENT;249000;2;106.0;Brussels
APARTMENT;249000;2;106.0;Brussels
HOUSE;615000;8;350.0;Brussels
HOUSE;615000;8;350.0;Brussels
HOUSE;790000;6;235.0;Brussels
APARTMENT;350000;2;95.0;Brussels
APARTMENT;1800000;2;396.0;Brussels
APARTMENT;350000;2;140.0;Brussels
APARTMENT;404000;2;94.0;Brussels
APARTMENT;255000;2;85.0;Brussels
APARTMENT;289000;2;85.0;Brussels
APARTMENT;309000;2;85.0;Brussels
HOUSE;375000;2;125.0;Brussels
HOUSE;1195000;4;275.0;Brussels
APARTMENT;355000;3;100.0;Brussels
APARTMENT;365000;1;72.0;Brussels
APARTMENT;1850000;3;230.0;Brussels
APARTMENT;320000;1;58.0;Brussels
APARTMENT;220000;1;68.0;Brussels
APARTMENT;369000;2;104.0;Brussels
HOUSE;430000;3;161.0;Brussels
HOUSE;995000;4;221.0;Brussels
HOUSE;1010000;4;226.0;Brussels
APARTMENT;280000;1;72.0;Brussels
APARTMENT;195000;1;57.0;Brussels
APARTMENT;320000;2;123.0;Brussels
APARTMENT;460000;2;135.0;Brussels
APARTMENT;750000;4;190.0;Brussels
HOUSE;300000;3;120.0;Brussels
APARTMENT;150000;0;35.0;Brussels
APARTMENT;480000;3;121.0;Brussels
HOUSE;625000;4;244.0;Brussels
HOUSE;645000;3;130.0;Brussels
APARTMENT;315000;2;107.0;Brussels
APARTMENT;349000;3;115.0;Brussels
APARTMENT;375000;3;95.0;Brussels
APARTMENT;325000;1;64.0;Brussels
APARTMENT;325000;1;64.0;Brussels
APARTMENT;415000;2;98.0;Brussels
APARTMENT;545000;2;127.0;Brussels
APARTMENT;135000;1;60.0;Brussels
APARTMENT;145000;1;35.0;Brussels
APARTMENT;165000;1;30.0;Brussels
APARTMENT;199000;1;59.0;Brussels
APARTMENT;209000;2;92.0;Brussels
APARTMENT;250000;1;67.0;Brussels
APARTMENT;250000;1;55.0;Brussels
APARTMENT;255000;2;81.0;Brussels
APARTMENT;259000;3;100.0;Brussels
APARTMENT;275000;1;83.0;Brussels
APARTMENT;285000;1;86.0;Brussels
APARTMENT;285000;1;82.0;Brussels
APARTMENT;289000;2;95.0;Brussels
APARTMENT;298000;3;112.0;Brussels
APARTMENT;299000;2;85.0;Brussels
APARTMENT;299000;2;85.0;Brussels
APARTMENT;325000;2;117.0;Brussels
APARTMENT;340000;2;92.0;Brussels
APARTMENT;380000;2;104.0;Brussels
APARTMENT;395000;2;95.0;Brussels
APARTMENT;399000;1;68.0;Brussels
APARTMENT;399000;3;150.0;Brussels
HOUSE;400000;4;185.0;Brussels
APARTMENT;419000;2;109.0;Brussels
APARTMENT;420000;2;105.0;Brussels
APARTMENT;425000;2;100.0;Brussels
HOUSE;426000;5;179.0;Brussels
APARTMENT;465000;2;98.0;Brussels
APARTMENT;470000;2;87.0;Brussels
HOUSE;475000;4;235.0;Brussels
HOUSE;480000;3;210.0;Brussels
HOUSE;480000;3;104.0;Brussels
APARTMENT;485000;2;115.0;Brussels
HOUSE;490000;7;300.0;Brussels
HOUSE;549000;6;265.0;Brussels
APARTMENT;550000;3;140.0;Brussels
APARTMENT;570000;2;108.0;Brussels
APARTMENT;587000;2;118.0;Brussels
HOUSE;598000;5;195.0;Brussels
HOUSE;598000;3;135.0;Brussels
APARTMENT;600000;4;199.0;Brussels
HOUSE;665000;7;274.0;Brussels
HOUSE;675000;4;210.0;Brussels
HOUSE;699000;4;210.0;Brussels
HOUSE;699000;4;206.0;Brussels
HOUSE;750000;3;194.0;Brussels
APARTMENT;765000;2;170.0;Brussels
HOUSE;775000;5;375.0;Brussels
HOUSE;790000;3;261.0;Brussels
HOUSE;795000;5;225.0;Brussels
APARTMENT;895000;3;220.0;Brussels
HOUSE;900000;10;590.0;Brussels
HOUSE;945000;4;300.0;Brussels
HOUSE;945000;5;251.0;Brussels
APARTMENT;990000;3;247.0;Brussels
APARTMENT;995000;3;185.0;Brussels
HOUSE;995000;4;220.0;Brussels
HOUSE;1000000;8;422.0;Brussels
HOUSE;1295000;5;270.0;Brussels
APARTMENT;1299000;4;260.0;Brussels
APARTMENT;1595000;3;271.0;Brussels
APARTMENT;1625000;3;450.0;Brussels
HOUSE;1675000;6;706.0;Brussels
HOUSE;1850000;5;540.0;Brussels
APARTMENT;840000;3;160.0;Brussels
HOUSE;535000;3;150.0;Brussels
HOUSE;850000;5;280.0;Brussels
HOUSE;1190000;4;350.0;Brussels
APARTMENT;267000;1;74.0;Brussels
APARTMENT;267000;1;74.0;Brussels
APARTMENT;399000;3;118.0;Brussels
APARTMENT;450000;3;147.0;Brussels
APARTMENT;469000;4;145.0;Brussels
APARTMENT;425000;2;107.0;Brussels
APARTMENT;295000;1;78.0;Brussels
APARTMENT;425000;2;86.0;Brussels
APARTMENT;485000;2;82.0;Brussels
HOUSE;595000;3;160.0;Brussels
APARTMENT;265000;2;60.0;Brussels
HOUSE;425000;2;215.0;Brussels
APARTMENT;235000;2;;Brussels
APARTMENT;420000;2;92.0;Brussels
APARTMENT;490000;2;130.0;Brussels
APARTMENT;160000;1;37.0;Brussels
APARTMENT;185000;2;61.0;Brussels
HOUSE;399000;4;132.0;Brussels
APARTMENT;860000;3;167.0;Brussels
HOUSE;279000;2;118.0;Brussels
APARTMENT;245000;2;70.0;Brussels
APARTMENT;315000;3;135.0;Brussels
APARTMENT;220000;1;28.0;Brussels
APARTMENT;259000;2;95.0;Brussels
APARTMENT;260000;0;40.0;Brussels
APARTMENT;299000;2;80.0;Brussels
APARTMENT;545000;3;152.0;Brussels
APARTMENT;375000;2;90.0;Brussels
APARTMENT;235000;2;85.0;Brussels
APARTMENT;245000;1;46.0;Brussels
APARTMENT;545000;2;144.0;Brussels
APARTMENT;425000;2;95.0;Brussels
APARTMENT;449000;2;95.0;Brussels
APARTMENT;735000;3;148.0;Brussels
APARTMENT;199000;2;75.0;Brussels
APARTMENT;695000;3;145.0;Brussels
APARTMENT;350000;3;154.0;Brussels
APARTMENT;365000;1;90.0;Brussels
APARTMENT;560000;3;184.0;Brussels
APARTMENT;400000;2;106.0;Brussels
APARTMENT;899000;3;327.0;Brussels
APARTMENT;299000;2;87.0;Brussels
HOUSE;299000;4;124.0;Brussels
HOUSE;380000;5;147.0;Brussels
HOUSE;389000;3;196.0;Brussels
HOUSE;415000;3;155.0;Brussels
HOUSE;419000;3;145.0;Brussels
HOUSE;440000;5;230.0;Brussels
HOUSE;460000;7;220.0;Brussels
HOUSE;545000;5;241.0;Brussels
HOUSE;575000;3;157.0;Brussels
HOUSE;625000;8;232.0;Brussels
HOUSE;695000;7;301.0;Brussels
HOUSE;845000;6;275.0;Brussels
HOUSE;945000;5;245.0;Brussels
HOUSE;1050000;4;343.0;Brussels
HOUSE;1595000;10;554.0;Brussels
HOUSE;1850000;8;510.0;Brussels
HOUSE;1850000;8;510.0;Brussels
HOUSE;3700000;7;842.0;Brussels
APARTMENT;365000;2;91.0;Brussels
APARTMENT;150000;1;50.0;Brussels
APARTMENT;159000;2;73.0;Brussels
APARTMENT;165000;2;80.0;Brussels
APARTMENT;179999;2;72.0;Brussels
APARTMENT;184000;2;81.0;Brussels
APARTMENT;185000;1;85.0;Brussels
APARTMENT;199000;2;92.0;Brussels
APARTMENT;199990;2;80.0;Brussels
APARTMENT;199990;2;74.0;Brussels
APARTMENT;199990;2;74.0;Brussels
APARTMENT;199990;3;99.0;Brussels
APARTMENT;209000;2;81.0;Brussels
APARTMENT;215000;2;70.0;Brussels
APARTMENT;215000;2;70.0;Brussels
APARTMENT;219000;3;105.0;Brussels
APARTMENT;219000;2;80.0;Brussels
APARTMENT;229999;2;101.0;Brussels
APARTMENT;230000;2;85.0;Brussels
APARTMENT;245000;1;52.0;Brussels
APARTMENT;249000;3;105.0;Brussels
APARTMENT;249000;2;101.0;Brussels
APARTMENT;275000;1;53.0;Brussels
APARTMENT;320000;2;75.0;Brussels
APARTMENT;320000;2;97.0;Brussels
APARTMENT;325000;1;55.0;Brussels
APARTMENT;330000;2;90.0;Brussels
APARTMENT;339000;3;105.0;Brussels
APARTMENT;339990;4;150.0;Brussels
APARTMENT;339990;3;136.0;Brussels
APARTMENT;350000;1;56.0;Brussels
APARTMENT;365000;1;71.0;Brussels
APARTMENT;389000;2;86.0;Brussels
APARTMENT;390000;1;77.0;Brussels
APARTMENT;390000;2;121.0;Brussels
APARTMENT;399000;3;129.0;Brussels
APARTMENT;410000;3;125.0;Brussels
APARTMENT;450000;3;110.0;Brussels
APARTMENT;459000;2;137.0;Brussels
APARTMENT;475000;2;128.0;Brussels
APARTMENT;500000;2;109.0;Brussels
APARTMENT;515000;2;114.0;Brussels
APARTMENT;515000;2;114.0;Brussels
APARTMENT;535000;3;132.0;Brussels
APARTMENT;540000;3;145.0;Brussels
APARTMENT;545000;3;140.0;Brussels
APARTMENT;575000;3;120.0;Brussels
APARTMENT;580000;2;154.0;Brussels
APARTMENT;587000;2;118.0;Brussels
APARTMENT;590000;3;165.0;Brussels
APARTMENT;590000;3;165.0;Brussels
APARTMENT;595000;2;125.0;Brussels
APARTMENT;635000;3;125.0;Brussels
APARTMENT;650000;3;140.0;Brussels
APARTMENT;675000;4;185.0;Brussels
APARTMENT;790000;4;215.0;Brussels
APARTMENT;795000;3;175.0;Brussels
APARTMENT;835000;3;203.0;Brussels
APARTMENT;850000;4;255.0;Brussels
APARTMENT;1350000;3;343.0;Brussels
APARTMENT;1350000;3;260.0;Brussels
APARTMENT;1390000;4;260.0;Brussels
APARTMENT;340000;1;74.0;Brussels
APARTMENT;340000;1;60.0;Brussels
APARTMENT;690000;3;175.0;Brussels
APARTMENT;635000;3;174.0;Brussels
APARTMENT;250000;1;85.0;Brussels
APARTMENT;289000;3;160.0;Brussels
APARTMENT;292000;2;86.0;Brussels
APARTMENT;269000;2;80.0;Brussels
APARTMENT;350000;2;95.0;Brussels
APARTMENT;865000;3;220.0;Brussels
APARTMENT;1295000;0;200.0;Brussels
APARTMENT;1495000;3;210.0;Brussels
APARTMENT;525000;3;140.0;Brussels
APARTMENT;580000;3;125.0;Brussels
APARTMENT;765000;3;234.0;Brussels
APARTMENT;165000;1;30.0;Brussels
HOUSE;1450000;4;450.0;Brussels
HOUSE;575000;5;310.0;Brussels
HOUSE;625000;3;250.0;Brussels
APARTMENT;650000;3;180.0;Brussels
APARTMENT;250000;1;55.0;Brussels
APARTMENT;219000;2;85.0;Brussels
APARTMENT;860000;4;223.0;Brussels
APARTMENT;565000;3;110.0;Brussels
APARTMENT;740000;3;185.0;Brussels
HOUSE;930000;4;286.0;Brussels
APARTMENT;190000;1;80.0;Brussels
APARTMENT;249000;1;75.0;Brussels
APARTMENT;249000;1;60.0;Brussels
APARTMENT;249000;1;75.0;Brussels
APARTMENT;275000;1;75.0;Brussels
APARTMENT;415000;2;82.0;Brussels
HOUSE;425000;3;155.0;Brussels
HOUSE;445000;3;143.0;Brussels
HOUSE;495000;3;170.0;Brussels
HOUSE;550000;5;238.0;Brussels
HOUSE;595000;6;332.0;Brussels
HOUSE;645000;6;272.0;Brussels
HOUSE;650000;6;290.0;Brussels
HOUSE;650000;4;174.0;Brussels
HOUSE;750000;6;360.0;Brussels
HOUSE;765000;4;214.0;Brussels
HOUSE;895000;4;410.0;Brussels
HOUSE;900000;9;285.0;Brussels
HOUSE;1100000;4;300.0;Brussels
HOUSE;1400000;3;568.0;Brussels
HOUSE;3650000;4;560.0;Brussels
APARTMENT;330000;1;80.0;Brussels
APARTMENT;200000;2;103.0;Brussels
APARTMENT;1295000;3;179.0;Brussels
APARTMENT;395000;2;114.0;Brussels
APARTMENT;635000;3;;Brussels
APARTMENT;142000;0;35.0;Brussels
APARTMENT;155000;1;62.0;Brussels
APARTMENT;179000;1;40.0;Brussels
APARTMENT;209000;2;73.0;Brussels
APARTMENT;219000;2;100.0;Brussels
APARTMENT;225000;2;75.0;Brussels
APARTMENT;229990;2;64.0;Brussels
APARTMENT;249000;1;63.0;Brussels
APARTMENT;249000;2;73.0;Brussels
APARTMENT;250000;1;55.0;Brussels
APARTMENT;269000;2;100.0;Brussels
APARTMENT;269000;2;78.0;Brussels
APARTMENT;289000;1;79.0;Brussels
APARTMENT;289869;2;103.0;Brussels
APARTMENT;290000;1;75.0;Brussels
APARTMENT;295000;1;72.0;Brussels
APARTMENT;299000;2;80.0;Brussels
APARTMENT;299000;2;95.0;Brussels
